id_usuario,canal,n_contas,conta_manual,cartao_cred,invest,acessos,horas_logado,horas_logado_BB,buscou_emprestimo,usou_antifraude,pergunt_freq,inativo_1m
1100,android,1,nao,nao,nao,2,2.64,17.36,nao,nao,sim,0
1101,android,1,nao,nao,nao,5,4.88,15.12,sim,nao,sim,0
1102,ios,1,nao,nao,nao,1,1.11,18.89,nao,sim,nao,1
1103,android,3,nao,sim,nao,2,2.74,17.26,nao,nao,sim,0
1104,android,3,sim,sim,nao,2,9.41,10.59,nao,nao,sim,0
1105,ios,2,nao,sim,nao,0,8.9,11.1,nao,nao,nao,0
1106,android,2,sim,nao,nao,6,3.28,16.72,nao,nao,nao,0
1107,ios,2,nao,sim,nao,1,9.63,10.37,nao,sim,nao,0
1108,android,2,nao,sim,nao,1,11.37,8.63,sim,nao,nao,0
1109,android,4,sim,sim,sim,3,6.53,13.47,sim,nao,nao,0
1110,ios,2,sim,nao,nao,0,0.43,19.57,nao,nao,nao,0
1111,ios,3,nao,sim,nao,0,1.45,18.55,nao,nao,nao,1
1112,ios,1,nao,nao,nao,1,1.29,18.71,nao,sim,nao,1
1113,ios,1,nao,nao,nao,1,5.52,14.48,sim,nao,nao,1
1114,android,5,nao,sim,nao,1,10.12,9.88,nao,nao,sim,0
1115,android,3,nao,sim,nao,0,9.98,10.02,nao,nao,nao,0
1116,ios,3,sim,sim,nao,0,2.5,17.5,nao,nao,nao,1
1117,android,2,nao,sim,nao,2,8.95,11.05,nao,sim,nao,0
1118,android,3,sim,sim,nao,4,3.89,16.11,sim,sim,nao,1
1119,android,3,nao,sim,nao,4,6.17,13.83,nao,nao,sim,0
1120,android,1,nao,nao,nao,0,3.55,16.45,nao,nao,nao,0
1121,android,3,sim,nao,nao,1,2.18,17.82,nao,sim,nao,1
1122,ios,2,sim,nao,nao,6,1.64,18.36,nao,nao,nao,1
1123,android,4,nao,sim,nao,0,2.83,17.17,nao,nao,nao,0
1124,android,4,nao,sim,nao,10,6.7,13.3,nao,sim,nao,0
1125,android,3,nao,sim,nao,1,3.44,16.56,sim,nao,nao,1
1126,android,3,nao,sim,nao,0,9.38,10.62,nao,nao,nao,0
1127,android,3,sim,sim,nao,0,9.88,10.12,nao,nao,nao,0
1128,ios,4,nao,sim,nao,0,7.89,12.11,nao,nao,nao,0
1129,android,3,nao,sim,nao,1,4.91,15.09,sim,nao,nao,1
1130,android,5,sim,sim,nao,0,5.72,14.28,nao,nao,nao,1
1131,ios,5,sim,sim,sim,0,9.83,10.17,nao,nao,nao,0
1132,android,1,nao,nao,nao,1,1.43,18.57,sim,nao,nao,1
1133,ios,1,nao,nao,nao,1,3.45,16.55,nao,nao,nao,1
1134,ios,6,sim,sim,nao,6,9.38,10.62,nao,nao,nao,0
1135,android,2,nao,sim,nao,7,9.88,10.12,nao,nao,nao,0
1136,android,2,sim,nao,nao,0,2.98,17.02,nao,nao,nao,1
1137,ios,3,sim,sim,nao,7,4.09,15.91,nao,nao,nao,1
1138,ios,2,nao,sim,nao,4,5.39,14.61,nao,nao,nao,0
1139,android,2,nao,sim,nao,10,10.79,9.21,nao,sim,nao,0
1140,android,1,nao,nao,nao,0,1.31,18.69,nao,nao,nao,1
1141,android,7,nao,sim,nao,6,4.77,15.23,nao,sim,nao,1
1142,android,3,nao,sim,nao,5,8.97,11.03,nao,nao,nao,0
1143,android,2,sim,nao,nao,1,0.92,19.08,nao,sim,nao,1
1144,ios,3,sim,sim,nao,3,4.41,15.59,nao,nao,nao,1
1145,android,2,nao,sim,nao,0,7.03,12.97,nao,nao,nao,0
1146,android,5,sim,sim,nao,1,13.26,6.74,nao,nao,sim,0
1147,android,2,nao,nao,sim,0,6.91,13.09,nao,nao,nao,0
1148,ios,1,nao,nao,nao,0,0.48,19.52,nao,nao,nao,1
1149,android,5,nao,sim,nao,4,4.03,15.97,nao,nao,nao,1
1150,android,2,sim,nao,nao,1,1.55,18.45,nao,nao,nao,0
1151,ios,3,nao,sim,nao,5,13.75,6.25,nao,sim,nao,0
1152,ios,5,nao,sim,nao,4,5.75,14.25,sim,sim,nao,0
1153,ios,5,sim,sim,nao,3,7.26,12.74,nao,sim,nao,0
1154,ios,3,sim,sim,nao,1,5.19,14.81,nao,nao,nao,0
1155,android,3,sim,sim,nao,0,12.01,7.99,nao,nao,nao,0
1156,ios,1,nao,nao,nao,3,1.09,18.91,nao,nao,nao,0
1157,android,1,nao,nao,nao,0,4.7,15.3,nao,nao,nao,1
1158,ios,4,sim,sim,nao,2,11.88,8.12,nao,sim,nao,1
1159,android,3,nao,sim,sim,2,2.69,17.31,nao,sim,nao,1
1160,android,2,nao,sim,nao,4,6.45,13.55,nao,nao,nao,0
1161,ios,2,nao,sim,nao,1,5.3,14.7,nao,nao,nao,1
1162,android,3,nao,nao,nao,2,7.53,12.47,nao,sim,nao,0
1163,ios,5,nao,nao,nao,3,0.8,19.2,sim,sim,nao,1
1164,android,3,nao,sim,sim,1,10.42,9.58,nao,sim,nao,0
1165,android,3,sim,sim,nao,1,6.62,13.38,nao,sim,nao,0
1166,android,5,nao,sim,nao,0,15.78,4.22,nao,nao,nao,0
1167,ios,3,sim,sim,nao,1,2.96,17.04,sim,nao,nao,1
1168,android,3,sim,sim,nao,7,10.93,9.07,nao,nao,nao,0
1169,android,3,nao,sim,nao,1,10.25,9.75,nao,sim,nao,0
1170,android,3,nao,sim,nao,1,1.85,18.15,nao,nao,nao,0
1171,android,3,sim,sim,nao,2,8.28,11.72,nao,nao,nao,0
1172,android,1,nao,nao,nao,0,0.32,19.68,nao,nao,nao,1
1173,android,4,nao,sim,nao,6,2.11,17.89,nao,sim,nao,1
1174,android,1,nao,nao,nao,0,2.03,17.97,nao,nao,nao,1
1175,android,3,nao,sim,nao,11,8.72,11.28,nao,nao,nao,0
1176,android,2,nao,sim,nao,4,3.3,16.7,nao,sim,sim,1
1177,android,1,nao,nao,nao,6,4.94,15.06,nao,nao,nao,1
1178,ios,3,sim,sim,nao,0,5.29,14.71,nao,nao,nao,0
1179,android,1,nao,nao,nao,4,6.41,13.59,nao,nao,nao,0
1180,android,3,sim,nao,nao,1,0.29,19.71,sim,nao,nao,1
1181,android,1,nao,nao,nao,0,1.07,18.93,nao,nao,nao,1
1182,android,3,nao,sim,sim,0,9.11,10.89,nao,nao,nao,0
1183,android,2,nao,sim,nao,1,10.52,9.48,nao,nao,sim,0
1184,android,2,nao,nao,nao,1,3.52,16.48,nao,sim,nao,1
1185,android,1,nao,nao,nao,5,3.03,16.97,sim,sim,nao,1
1186,ios,5,sim,sim,nao,2,11.27,8.73,sim,nao,sim,0
1187,ios,2,nao,nao,nao,0,1.71,18.29,nao,nao,nao,0
1188,android,8,sim,sim,nao,1,2.16,17.84,nao,sim,nao,1
1189,android,2,nao,nao,nao,0,1.2,18.8,nao,nao,nao,1
1190,android,2,nao,sim,nao,4,11.14,8.86,nao,nao,nao,0
1191,android,3,nao,sim,nao,8,9.45,10.55,sim,sim,nao,0
1192,ios,2,nao,sim,nao,5,6.95,13.05,nao,nao,nao,0
1193,android,7,nao,sim,sim,7,5.08,14.92,nao,sim,sim,0
1194,android,4,nao,sim,nao,0,10.76,9.24,nao,nao,nao,0
1195,android,2,sim,nao,nao,1,2.71,17.29,nao,nao,sim,1
1196,android,3,sim,sim,nao,3,6.28,13.72,nao,sim,sim,0
1197,android,5,sim,sim,nao,1,9.87,10.13,sim,nao,nao,0
1198,android,3,sim,nao,sim,0,0.5,19.5,nao,nao,nao,1
1199,android,2,nao,nao,nao,1,0.62,19.38,nao,sim,nao,1
1200,android,2,sim,nao,nao,0,6.06,13.94,nao,nao,nao,0
1201,android,4,nao,nao,nao,0,7.29,12.71,nao,nao,nao,0
1202,android,2,nao,sim,nao,5,11.82,8.18,nao,nao,nao,0
1203,ios,3,sim,sim,nao,0,5.66,14.34,nao,nao,nao,1
1204,android,4,sim,sim,nao,1,5.65,14.35,nao,sim,nao,0
1205,android,4,sim,sim,nao,0,10.31,9.69,nao,nao,nao,0
1206,android,2,nao,sim,nao,0,12.28,7.72,nao,nao,nao,0
1207,android,3,sim,sim,nao,0,11.54,8.46,nao,nao,nao,0
1208,ios,3,nao,sim,sim,3,10.05,9.95,nao,sim,nao,0
1209,android,3,sim,sim,nao,0,11.7,8.3,nao,nao,nao,0
1210,android,7,nao,sim,nao,10,3.3,16.7,nao,nao,sim,1
1211,android,2,nao,sim,nao,1,5.59,14.41,nao,sim,nao,0
1212,android,1,nao,nao,nao,6,1.64,18.36,sim,nao,nao,0
1213,android,7,sim,sim,nao,0,9.41,10.59,nao,nao,nao,0
1214,android,4,sim,sim,nao,0,12.09,7.91,nao,nao,nao,0
1215,android,2,nao,nao,sim,1,0.64,19.36,sim,nao,nao,1
1216,ios,2,nao,sim,nao,2,8.52,11.48,nao,sim,nao,0
1217,ios,4,nao,sim,nao,1,6.12,13.88,sim,nao,nao,0
1218,android,1,nao,nao,nao,1,1.26,18.74,nao,sim,nao,1
1219,android,3,sim,sim,nao,0,8.69,11.31,nao,nao,nao,0
1220,android,2,nao,nao,sim,6,0.98,19.02,nao,nao,nao,0
1221,android,2,nao,sim,nao,3,4.86,15.14,sim,nao,nao,1
1222,android,3,sim,sim,nao,0,0.89,19.11,nao,nao,nao,0
1223,android,2,sim,nao,nao,9,2.81,17.19,nao,nao,nao,0
1224,ios,2,nao,sim,nao,1,12.2,7.8,sim,nao,nao,0
1225,ios,4,sim,sim,nao,0,10.78,9.22,nao,nao,nao,0
1226,ios,2,nao,sim,nao,0,11.78,8.22,nao,nao,nao,0
1227,android,2,nao,sim,nao,4,7,13,nao,sim,nao,0
1228,android,4,sim,nao,nao,0,1.12,18.88,nao,nao,nao,1
1229,android,3,nao,sim,sim,1,9.75,10.25,nao,sim,nao,0
1230,ios,6,sim,sim,nao,4,0.89,19.11,nao,nao,nao,1
1231,ios,3,sim,sim,nao,0,4.78,15.22,nao,nao,nao,1
1232,android,4,nao,sim,nao,2,3.88,16.12,sim,sim,nao,1
1233,android,1,nao,nao,nao,1,1.61,18.39,nao,sim,nao,1
1234,ios,1,nao,nao,nao,6,1.12,18.88,nao,sim,nao,1
1235,android,1,nao,nao,nao,0,1.6,18.4,nao,nao,nao,1
1236,android,1,nao,nao,nao,3,2.56,17.44,nao,sim,nao,0
1237,android,1,nao,nao,nao,0,1.13,18.87,nao,nao,nao,1
1238,ios,6,sim,sim,nao,1,3.03,16.97,nao,sim,nao,1
1239,ios,2,nao,sim,nao,0,9.88,10.12,nao,nao,nao,0
1240,ios,2,nao,sim,nao,4,4.44,15.56,nao,sim,nao,0
1241,android,3,sim,sim,nao,0,6.85,13.15,nao,nao,nao,0
1242,android,3,sim,sim,nao,3,8.08,11.92,nao,sim,nao,0
1243,android,6,sim,nao,sim,2,2.72,17.28,nao,sim,nao,1
1244,android,3,sim,nao,sim,2,0.85,19.15,sim,nao,sim,1
1245,ios,3,sim,sim,nao,1,7.32,12.68,nao,nao,nao,0
1246,ios,5,sim,nao,nao,1,4.52,15.48,nao,sim,nao,0
1247,android,4,sim,sim,nao,1,8.11,11.89,nao,sim,nao,0
1248,android,2,nao,nao,nao,0,2.92,17.08,nao,nao,nao,1
1249,android,2,nao,sim,nao,1,3.43,16.57,nao,nao,nao,1
1250,android,2,nao,sim,nao,0,9.98,10.02,nao,nao,nao,0
1251,ios,3,sim,nao,nao,3,2.6,17.4,nao,nao,nao,1
1252,android,3,nao,nao,sim,0,2.37,17.63,nao,nao,nao,0
1253,ios,7,sim,sim,nao,0,6.45,13.55,nao,nao,nao,0
1254,android,2,nao,sim,nao,0,10.86,9.14,nao,nao,nao,0
1255,android,2,nao,sim,nao,0,11.85,8.15,nao,nao,nao,0
1256,android,3,sim,sim,nao,0,10.82,9.18,nao,nao,nao,0
1257,android,8,nao,sim,nao,0,8.55,11.45,nao,nao,nao,0
1258,android,2,nao,sim,nao,1,2.53,17.47,nao,sim,nao,0
1259,android,3,nao,sim,nao,3,12.65,7.35,nao,nao,nao,1
1260,android,4,sim,sim,sim,1,1.57,18.43,nao,nao,nao,1
1261,android,4,nao,sim,nao,0,9.59,10.41,nao,nao,nao,0
1262,android,3,nao,nao,sim,0,1.79,18.21,nao,nao,nao,1
1263,android,4,sim,sim,nao,1,10.12,9.88,nao,sim,nao,0
1264,android,2,sim,nao,nao,0,1.89,18.11,nao,nao,nao,1
1265,android,7,sim,nao,nao,3,2,18,nao,nao,nao,0
1266,ios,3,sim,nao,sim,0,2.19,17.81,nao,nao,nao,1
1267,android,3,sim,sim,nao,0,4.13,15.87,nao,nao,nao,1
1268,android,8,sim,nao,nao,1,6.52,13.48,nao,sim,nao,0
1269,android,3,nao,nao,sim,1,0.56,19.44,nao,nao,nao,1
1270,android,3,nao,sim,sim,0,4.38,15.62,nao,nao,nao,0
1271,android,4,nao,sim,nao,1,8.28,11.72,sim,nao,nao,0
1272,android,3,nao,sim,nao,0,3.13,16.87,nao,nao,nao,1
1273,android,2,nao,nao,sim,1,4.83,15.17,nao,sim,nao,1
1274,android,4,nao,nao,nao,0,0.97,19.03,nao,nao,nao,1
1275,android,1,nao,nao,nao,0,1.33,18.67,nao,nao,nao,0
1276,android,4,nao,sim,nao,2,1.72,18.28,nao,sim,nao,1
1277,ios,2,nao,nao,nao,0,5.4,14.6,nao,nao,nao,1
1278,android,4,sim,sim,nao,1,14.67,5.33,nao,nao,nao,0
1279,ios,3,nao,sim,nao,1,6.21,13.79,nao,sim,nao,0
1280,ios,4,sim,nao,nao,0,0.77,19.23,nao,nao,nao,1
1281,android,2,sim,nao,nao,0,2.16,17.84,nao,nao,nao,1
1282,ios,5,nao,nao,sim,1,0.7,19.3,nao,nao,nao,0
1283,android,1,nao,nao,nao,1,1.49,18.51,nao,nao,nao,0
1284,android,3,sim,nao,nao,1,1.21,18.79,nao,sim,nao,0
1285,android,1,nao,nao,nao,10,2.26,17.74,nao,nao,nao,1
1286,android,3,sim,sim,nao,1,12.86,7.14,nao,nao,nao,0
1287,ios,4,sim,sim,sim,0,1.64,18.36,nao,nao,nao,0
1288,ios,3,sim,sim,nao,6,5.02,14.98,nao,nao,sim,0
1289,ios,5,nao,sim,nao,0,7.1,12.9,nao,nao,nao,0
1290,android,2,nao,nao,sim,0,1.53,18.47,nao,nao,nao,1
1291,android,5,sim,sim,sim,1,7.56,12.44,nao,sim,nao,0
1292,ios,2,nao,sim,nao,2,1.3,18.7,nao,sim,nao,1
1293,android,2,nao,sim,nao,4,3.5,16.5,nao,sim,nao,0
1294,ios,7,sim,nao,nao,0,2.86,17.14,nao,nao,nao,0
1295,android,3,nao,sim,nao,2,2.48,17.52,nao,nao,nao,1
1296,android,2,nao,sim,nao,0,9.92,10.08,nao,nao,nao,0
1297,android,2,nao,sim,nao,0,10.39,9.61,nao,nao,nao,0
1298,ios,3,sim,sim,nao,0,3.22,16.78,nao,nao,nao,0
1299,ios,3,nao,nao,sim,0,6.82,13.18,nao,nao,nao,0
1300,android,3,sim,nao,nao,0,0.84,19.16,nao,nao,nao,1
1301,android,3,sim,sim,nao,0,7.48,12.52,nao,nao,nao,0
1302,ios,2,nao,sim,nao,0,9.16,10.84,nao,nao,nao,0
1303,android,2,nao,sim,nao,1,8.66,11.34,sim,nao,nao,0
1304,ios,6,nao,sim,sim,2,6.18,13.82,nao,nao,nao,0
1305,android,6,nao,sim,nao,1,10.02,9.98,nao,sim,nao,0
1306,android,5,sim,sim,nao,6,4.79,15.21,nao,nao,nao,1
1307,android,3,sim,sim,nao,0,8.32,11.68,nao,nao,nao,0
1308,android,4,sim,sim,nao,10,11.43,8.57,nao,nao,nao,0
1309,android,4,sim,nao,nao,9,1.64,18.36,nao,nao,nao,1
1310,android,7,nao,sim,sim,0,4.73,15.27,nao,nao,nao,1
1311,android,2,nao,sim,nao,2,6.98,13.02,nao,sim,sim,0
1312,android,4,nao,sim,nao,2,3.64,16.36,nao,nao,nao,0
1313,ios,1,nao,nao,nao,1,4.59,15.41,nao,nao,sim,1
1314,ios,2,sim,nao,nao,7,2.2,17.8,nao,sim,nao,1
1315,android,3,sim,nao,nao,0,0.45,19.55,nao,nao,nao,1
1316,android,2,sim,nao,nao,2,3.81,16.19,nao,sim,sim,1
1317,android,1,nao,nao,nao,0,0.29,19.71,nao,nao,nao,1
1318,android,3,sim,sim,nao,2,4.55,15.45,sim,sim,nao,0
1319,android,2,nao,sim,nao,2,2.56,17.44,nao,nao,nao,0
1320,android,4,sim,sim,nao,0,10.56,9.44,nao,nao,nao,0
1321,ios,6,sim,nao,sim,0,3.74,16.26,nao,nao,nao,1
1322,ios,2,nao,sim,nao,4,5.57,14.43,nao,nao,nao,0
1323,android,3,sim,sim,nao,0,14.7,5.3,nao,nao,nao,0
1324,ios,1,nao,nao,nao,1,5.25,14.75,nao,nao,nao,1
1325,android,6,sim,sim,nao,3,10.3,9.7,nao,nao,nao,0
1326,android,1,nao,nao,nao,0,4.16,15.84,nao,nao,nao,1
1327,ios,3,nao,sim,nao,5,11.34,8.66,nao,nao,nao,0
1328,ios,6,sim,sim,nao,4,12.3,7.7,nao,sim,nao,0
1329,android,5,sim,sim,sim,1,6.36,13.64,sim,nao,nao,0
1330,android,1,nao,nao,nao,1,3.76,16.24,nao,sim,nao,1
1331,ios,2,nao,sim,nao,0,1.62,18.38,nao,nao,nao,1
1332,android,2,nao,sim,nao,2,3.2,16.8,nao,sim,sim,0
1333,ios,1,nao,nao,nao,2,2.16,17.84,nao,sim,nao,1
1334,android,2,nao,sim,nao,1,9.98,10.02,nao,nao,sim,0
1335,android,2,nao,sim,nao,3,3,17,nao,nao,nao,1
1336,android,3,nao,nao,nao,0,3.1,16.9,nao,nao,nao,1
1337,android,2,nao,sim,nao,3,5.98,14.02,nao,sim,nao,1
1338,android,1,nao,nao,nao,2,1.28,18.72,nao,nao,nao,1
1339,android,6,nao,sim,nao,0,7.75,12.25,nao,nao,nao,0
1340,android,5,nao,nao,nao,1,1.82,18.18,nao,sim,nao,1
1341,ios,4,nao,sim,nao,1,5.42,14.58,nao,sim,nao,0
1342,android,1,nao,nao,nao,0,1.61,18.39,nao,nao,nao,0
1343,android,3,sim,nao,nao,0,3.5,16.5,nao,nao,nao,0
1344,ios,3,sim,sim,nao,0,11.54,8.46,nao,nao,nao,0
1345,android,3,sim,sim,nao,0,4.02,15.98,nao,nao,nao,0
1346,android,3,nao,sim,nao,1,7.95,12.05,nao,sim,nao,0
1347,android,4,nao,sim,nao,4,9.54,10.46,nao,nao,nao,0
1348,android,1,nao,nao,nao,1,2.44,17.56,nao,sim,nao,1
1349,android,2,nao,sim,nao,1,10.49,9.51,nao,sim,nao,0
1350,android,7,nao,sim,nao,10,8.31,11.69,nao,nao,nao,0
1351,android,3,nao,sim,nao,1,11.89,8.11,nao,sim,nao,0
1352,ios,2,nao,nao,nao,0,1.95,18.05,nao,nao,nao,1
1353,android,5,nao,sim,nao,0,5.75,14.25,nao,nao,nao,1
1354,ios,3,nao,sim,nao,0,3.21,16.79,nao,nao,nao,1
1355,android,6,nao,sim,nao,1,2.78,17.22,nao,sim,nao,1
1356,android,3,nao,sim,nao,1,11.05,8.95,nao,nao,nao,0
1357,android,3,nao,sim,nao,0,11.94,8.06,nao,nao,nao,0
1358,android,2,nao,sim,nao,0,9.24,10.76,nao,nao,nao,0
1359,ios,1,nao,nao,nao,2,0.96,19.04,nao,sim,nao,0
1360,android,2,sim,nao,nao,0,4.8,15.2,nao,nao,nao,1
1361,android,1,nao,nao,nao,1,0.46,19.54,sim,nao,nao,1
1362,ios,2,nao,sim,nao,0,2.78,17.22,nao,nao,nao,0
1363,ios,1,nao,nao,nao,0,0.08,19.92,nao,nao,nao,1
1364,android,1,nao,nao,nao,2,0.63,19.37,nao,sim,sim,0
1365,android,4,nao,sim,nao,4,7.64,12.36,nao,nao,nao,0
1366,android,1,nao,nao,nao,2,0.22,19.78,nao,sim,nao,1
1367,ios,2,nao,sim,nao,0,3.93,16.07,nao,nao,nao,0
1368,ios,2,sim,nao,nao,1,1.91,18.09,nao,sim,nao,1
1369,android,2,nao,sim,nao,0,7.4,12.6,nao,nao,nao,0
1370,ios,9,nao,sim,sim,3,8.46,11.54,sim,nao,nao,0
1371,android,3,nao,sim,nao,4,4.05,15.95,nao,nao,nao,0
